Feature_1,Feature_2,Correlation
mfcc11_std,mfcc8_std,0.6850674806275339
mfcc11_std,mfcc9_std,0.6850379603120138
spec_centroid_std_hz,mfcc2_std,0.6828078524404841
spec_flux_mean,shimmer_apq11,0.681068898516102
mfcc12_std,mfcc10_std,0.6794705490246565
mfcc12_std,dmfcc9_std,0.6788578713718905
mfcc7_std,mfcc5_std,0.6772725728575846
spec_flux_mean,shimmer_apq3,0.6767245067395785
mfcc11_std,dmfcc5_std,0.6746407795237257
spec_flux_std,dmfcc3_std,0.6725065753022406
mfcc9_std,dmfcc6_std,0.6711608581839658
dmfcc8_std,mfcc4_std,0.670114998346899
dmfcc12_std,dmfcc10_std,0.6700956720378135
dmfcc5_std,dmfcc1_std,0.6691767140266524
dmfcc6_std,dmfcc4_std,0.6669010635985304
mfcc13_std,dmfcc12_std,0.6667290296308356
mfcc7_std,mfcc6_std,0.6663655914563708
dmfcc6_std,dmfcc5_std,0.6644460874045477
mfcc11_std,dmfcc8_std,0.6632473913702558
mfcc11_std,mfcc4_std,0.6628829716213351
dmfcc13_std,dmfcc9_std,0.6616496509922244
mfcc11_std,dmfcc9_std,0.660885998891308
mfcc8_std,dmfcc4_std,0.6594071912091313
spec_energy_mid_mean,mfcc1_mean,0.6592194298989118
mfcc13_std,mfcc10_std,0.6589056265087875
dmfcc12_std,mfcc9_std,0.6583641263498297
dmfcc7_std,mfcc6_std,0.6575978984472227
dmfcc11_std,mfcc4_std,0.6564174834607174
spec_centroid_mean_hz,f1_mean_hz,0.6558785947360175
dmfcc13_std,dmfcc6_std,0.655298208501233
mfcc3_std,hnr_mean_db,0.6551474454949558
mfcc6_std,dmfcc4_std,0.654724663862847
mfcc7_std,dmfcc4_std,0.6544328002638921
dmfcc10_std,mfcc9_std,0.654345667981639
mfcc2_std,hnr_mean_db,0.6539963898916908
mfcc4_std,dmfcc3_std,0.6537522712613595
dmfcc11_std,dmfcc10_std,0.6529137480650961
mfcc10_std,mfcc7_std,0.651651453997022
dmfcc13_std,mfcc12_std,0.6515236554898727
dmfcc12_std,dmfcc8_std,0.6512056067481501
spec_flux_std,spec_flux_mean,0.6497522943849247
mfcc10_std,mfcc9_std,0.6495544105380545
mfcc6_std,dmfcc5_std,0.6485583722187178
dmfcc12_std,dmfcc7_std,0.6478382715456534
mfcc12_std,dmfcc6_std,0.6473691949310422
spec_centroid_std_hz,mfcc7_std,0.6461923951675189
mfcc4_std,dmfcc1_std,0.6458108733781007
dmfcc3_std,hnr_mean_db,0.6438008624621374
mfcc12_std,mfcc4_std,0.6433655407835761
dmfcc8_std,dmfcc3_std,0.6429884757227623
mfcc13_std,mfcc12_std,0.6429694747900145
mfcc12_std,mfcc11_std,0.6421768112084227
dmfcc13_std,dmfcc7_std,0.6406275154416117
dmfcc11_std,dmfcc3_std,0.6400074625826105
mfcc13_std,dmfcc10_std,0.6392356289329205
mfcc12_std,dmfcc7_std,0.6383653298272237
mfcc7_std,dmfcc6_std,0.6382187535805659
dmfcc13_std,dmfcc4_std,0.6380219029131705
mfcc8_std,dmfcc7_std,0.6360535786559444
mfcc12_std,mfcc8_std,0.6352976175435887
mfcc9_std,mfcc5_std,0.635061223885287
mfcc11_std,dmfcc2_std,0.6338629168484117
dmfcc12_std,mfcc11_std,0.6333145377612756
mfcc1_mean,hnr_mean_db,0.6286842028853052
mfcc11_std,dmfcc10_std,0.6283730140879227
spec_centroid_std_hz,mfcc3_std,0.6283696378636531
dmfcc13_std,mfcc11_std,0.6275641953897818
mfcc3_std,dmfcc2_std,0.6259298332622786
dmfcc5_std,mfcc3_std,0.6254953387906189
mfcc12_std,dmfcc8_std,0.6245119884332084
dmfcc8_std,mfcc5_std,0.6231677902143006
mfcc12_std,dmfcc11_std,0.623117032404069
mfcc9_std,mfcc7_std,0.6227174387327525
mfcc4_std,mfcc3_std,0.6205703772713362
spec_flux_std,dmfcc4_std,0.6199240100720063
mfcc8_std,dmfcc6_std,0.6195492722707692
mfcc7_std,dmfcc5_std,0.6191095053472361
dmfcc10_std,dmfcc6_std,0.6182959007200831
dmfcc10_std,dmfcc9_std,0.6171678520185911
spec_centroid_std_hz,dmfcc5_std,0.6166894424226986
shannon_s1_f0,spec_flux_std,0.6159012437805045
dmfcc5_std,dmfcc2_std,0.6145581957296845
dmfcc13_std,dmfcc8_std,0.6145230912926899
mfcc8_std,mfcc7_std,0.6143961094043171
mfcc5_std,dmfcc4_std,0.6128138011137007
mfcc7_std,mfcc3_std,0.6123957115911296
dmfcc9_std,mfcc4_std,0.6123141549787716
dmfcc7_std,mfcc5_std,0.6116687931038438
dmfcc10_std,dmfcc8_std,0.6112017767695239
mfcc5_std,mfcc3_std,0.6110178504926944
mfcc11_std,mfcc6_std,0.6109943518452756
mfcc10_std,dmfcc7_std,0.610310106531699
mfcc6_std,mfcc4_std,0.6093414799991899
spec_centroid_std_hz,dmfcc2_std,0.6089743616998635
dmfcc9_std,dmfcc3_std,0.6089514027982869
mfcc11_std,dmfcc7_std,0.6086194994745162
spec_flux_std,f0_std_hz,0.6074236199809276
dmfcc8_std,dmfcc1_std,0.6068777098945108
tsallis_sq_amp,hnr_mean_db,0.6067513921681993
dmfcc13_std,mfcc10_std,0.6062615605099757
dmfcc6_std,mfcc5_std,0.6062117169155598
dmfcc10_std,dmfcc4_std,0.6058619852881639
dmfcc12_std,mfcc8_std,0.6053155404458874
shimmer_apq3,jitter_local,0.605287983611432
mfcc9_std,mfcc4_std,0.605161198899167
mfcc4_std,mfcc1_std,0.6050702246364926
spec_energy_high_mean,spec_rolloff_mean_hz,0.604690976432069
mfcc9_std,dmfcc4_std,0.6043631765153098
mfcc13_std,mfcc9_std,0.6036636709138457
mfcc9_std,dmfcc5_std,0.6033512308891026
dmfcc8_std,mfcc6_std,0.6026219964560723
mfcc13_std,dmfcc11_std,0.6015073123497124
dmfcc7_std,dmfcc3_std,0.600389199772478
mfcc11_std,mfcc10_std,0.5997389192456523
mfcc6_std,mfcc5_std,0.5982309151348655
dmfcc10_std,dmfcc5_std,0.5981183413827711
mfcc7_std,dmfcc1_std,0.5979990298628891
shimmer_apq3,jitter_ppq5,0.5979187691344826
dmfcc6_std,mfcc4_std,0.5965948965875508
mfcc13_std,dmfcc4_std,0.596309997459744
mfcc3_mean,mfcc1_mean,0.5962138747299668
mfcc10_std,mfcc8_std,0.5961735538832453
dmfcc13_std,dmfcc3_std,0.5959360134629752
dmfcc2_mean,dmfcc1_mean,0.5956262271926697
mfcc10_std,mfcc5_std,0.5955631194236334
dmfcc1_std,mfcc1_mean,0.5943856673300384
dmfcc9_std,mfcc7_std,0.593230573523727
dmfcc13_std,mfcc8_std,0.5927843251859648
mfcc6_std,dmfcc2_std,0.592470980292348
spec_centroid_std_hz,mfcc6_std,0.5909592575583998
mfcc11_std,dmfcc6_std,0.5908072870909764
dmfcc8_std,mfcc2_std,0.5901994562761412
spec_rolloff_std_hz,mfcc2_mean,0.5887438300001955
mfcc7_std,mfcc4_std,0.5880348813198693
shimmer_apq3,jitter_rap,0.5859213136965008
spec_flux_std,mfcc2_std,0.5830928757645385
mfcc3_mean,f2_mean_hz,0.5817103254384587
f0_max_hz,f0_mean_hz,0.5815066619413156
mfcc11_std,mfcc5_std,0.5808786319204677
dmfcc5_std,mfcc2_std,0.5806747449178069
mfcc13_std,dmfcc7_std,0.5781004926550023
mfcc9_std,mfcc6_std,0.5773849782509916
mfcc12_std,dmfcc5_std,0.5762109324582714
mfcc2_mean,mfcc1_std,0.5761900198195766
dmfcc8_std,mfcc1_std,0.5760975183246971
dmfcc12_std,dmfcc5_std,0.575891194813476
spec_flux_std,dmfcc5_std,0.5756583369722552
dmfcc13_std,mfcc9_std,0.5751095381847258
dmfcc7_std,mfcc4_std,0.5745761365870601
dmfcc10_std,mfcc6_std,0.5742946658500685
dmfcc11_std,mfcc6_std,0.5739191422191783
mfcc10_std,mfcc4_std,0.5738543411470851
dmfcc13_std,mfcc6_std,0.5736243764957629
spec_centroid_std_hz,mfcc4_std,0.573289745735937
mfcc11_std,dmfcc1_std,0.571614476032612
spec_flux_std,f0_cv,0.5707471127362542
dmfcc10_std,mfcc7_std,0.5693369094009278
dmfcc12_std,mfcc4_std,0.5693204205550385
mfcc8_std,mfcc6_std,0.5689404640183895
dmfcc8_std,dmfcc2_std,0.5687774095203086
spec_energy_high_mean,spec_centroid_mean_hz,0.5682050675551
dmfcc5_std,mfcc1_std,0.5681016380128454
mfcc13_std,mfcc8_std,0.5678552809837502
spec_rolloff_mean_hz,mfcc3_mean,0.5667084742541485
mfcc8_std,mfcc3_std,0.5665302770642191
mfcc7_std,dmfcc3_std,0.5662410268576318
dmfcc12_std,mfcc10_std,0.5661682932912038
mfcc13_std,dmfcc6_std,0.5649344570772088
tsallis_sq_f0,spec_flux_std,0.5642011626156326
dmfcc6_std,dmfcc3_std,0.5639097727005813
spec_rolloff_std_hz,mfcc5_std,0.5638994567682291
dmfcc9_std,mfcc6_std,0.5623880547871556
mfcc8_std,dmfcc1_std,0.5623283551154954
mfcc8_std,dmfcc3_std,0.5622485630897279
spec_centroid_std_hz,dmfcc4_std,0.5621178118473437
mfcc3_std,mfcc1_mean,0.561761672873852
dmfcc10_std,dmfcc3_std,0.5613961829364089
spec_centroid_std_hz,dmfcc3_std,0.56049922436658
mfcc9_std,mfcc3_std,0.5603765201370889
mfcc13_std,dmfcc3_std,0.5600656436235314
spec_energy_high_mean,spec_energy_mid_mean,0.5597651886091628
mfcc11_std,mfcc7_std,0.559661541801731
mfcc12_std,mfcc7_std,0.5593218167939554
mfcc11_std,mfcc2_std,0.5583897182847545
dmfcc13_std,mfcc7_std,0.5581760552041128
dmfcc11_std,mfcc5_std,0.5578167905805124
mfcc13_std,dmfcc9_std,0.5577474006421456
spec_flux_std,mfcc11_std,0.5560744008105462
dmfcc2_std,f0_max_hz,0.5552962251858486
spec_rolloff_std_hz,mfcc2_std,0.5547013300916954
mfcc8_std,mfcc1_std,0.55380337270043
mfcc11_std,dmfcc3_std,0.5536931808150836
mfcc13_std,dmfcc1_std,0.5535376001331997
mfcc12_std,mfcc6_std,0.5532820317034612
dmfcc12_std,dmfcc4_std,0.5519426737579213
dmfcc12_std,mfcc7_std,0.5516548284655288
mfcc12_mean,f0_min_hz,0.5511053365209571
mfcc13_std,dmfcc8_std,0.5510408305579984
dmfcc10_std,mfcc4_std,0.5509422291200577
mfcc7_std,mfcc2_std,0.5505265255699009
mfcc6_std,dmfcc1_std,0.5501315116884234
spec_centroid_std_hz,mfcc10_std,0.5493672485004794
dmfcc13_std,mfcc4_std,0.5488805423430736
spec_centroid_std_hz,dmfcc1_std,0.5475196586115201
mfcc3_mean,f1_mean_hz,0.5472136725077783
dmfcc8_std,mfcc7_std,0.5467854015710236
mfcc8_std,mfcc2_mean,0.54655646135128
dmfcc3_std,mfcc1_mean,0.5461309387612199
mfcc4_std,mfcc2_std,0.5450906514862758
mfcc7_std,mfcc1_std,0.5449161952401194
mfcc5_std,dmfcc3_std,0.5442390453808221
mfcc3_std,mfcc2_mean,0.5433424609768993
shimmer_local,jitter_local,0.543323838574697
mfcc6_std,mfcc2_std,0.542946353877371
spec_centroid_std_hz,dmfcc8_std,0.5412963301621637
mfcc12_mean,f0_mean_hz,0.5408059463848699
dmfcc13_std,dmfcc1_std,0.5399410502217318
shimmer_local,jitter_ppq5,0.53988753023041
mfcc10_std,mfcc6_std,0.5390403892298485
mfcc13_std,mfcc7_std,0.5389494234388633
mfcc13_std,dmfcc2_std,0.5389130292073899
f3_std_hz,f3_mean_hz,0.5374960966380661
dmfcc9_std,dmfcc1_std,0.5373705471736813
dmfcc12_std,dmfcc3_std,0.5366722434010507
dmfcc11_std,mfcc3_std,0.5365338348606965
dmfcc13_std,dmfcc5_std,0.5345004432782309
mfcc2_std,mfcc1_mean,0.5333263746132195
mfcc4_std,mfcc2_mean,0.5330776662143183
mfcc6_std,dmfcc3_std,0.531507364602785
dmfcc11_std,mfcc7_std,0.5310213339556782
dmfcc8_std,mfcc3_std,0.5298803720078229
dmfcc7_std,dmfcc1_std,0.5295206504645885
dmfcc7_std,mfcc3_std,0.5294507092899121
dmfcc11_std,dmfcc1_std,0.5279664627413004
spec_flux_std,f0_max_hz,0.5275127429050676
mfcc5_std,dmfcc1_std,0.5272398051251759
shannon_s1_amp,hnr_mean_db,0.5269083581201935
mfcc4_std,dmfcc2_std,0.5268018547235661
spec_flux_std,mfcc3_std,0.5267535196142322
mfcc12_std,mfcc5_std,0.5264916169638464
mfcc2_mean,dmfcc1_std,0.5255807653697768
spec_centroid_std_hz,mfcc9_std,0.525237042117229
dmfcc3_mean,dmfcc1_mean,0.5245490752778571
mfcc13_std,mfcc4_std,0.5221159014102783
mfcc11_std,mfcc3_std,0.5213247217632306
shimmer_local,jitter_rap,0.5203280081880811
mfcc7_std,dmfcc2_std,0.5202628384797446
spec_centroid_mean_hz,f2_mean_hz,0.5198278175951186
shannon_s1_f0,dmfcc2_std,0.5194092635898191
dmfcc9_std,mfcc5_std,0.5181176445927825
dmfcc11_std,mfcc10_std,0.518108304354973
dmfcc13_mean,dmfcc3_mean,0.5177577369751136
dmfcc13_std,dmfcc2_std,0.5171535470868861
dmfcc2_std,hnr_mean_db,0.5167763707434847
mfcc9_std,dmfcc3_std,0.5165627288827529
dmfcc10_std,mfcc8_std,0.5158285161759881
mfcc10_std,dmfcc5_std,0.5151810903755696
mfcc13_std,mfcc2_mean,0.5130400569285823
spec_rolloff_std_hz,mfcc3_std,0.5126807907862793
dmfcc8_std,mfcc2_mean,0.5120093724267745
spec_centroid_mean_hz,mfcc2_mean,0.5116050746223593
mfcc10_std,dmfcc8_std,0.51072388229842
mfcc5_std,mfcc2_std,0.5099405341728607
spec_rolloff_std_hz,mfcc7_std,0.5098844797891676
mfcc13_std,mfcc6_std,0.5093495779496582
mfcc12_std,dmfcc4_std,0.5080117269617551
spec_rolloff_std_hz,mfcc1_std,0.5052926770514786
mfcc9_std,mfcc1_std,0.5052816843833965
dmfcc3_std,mfcc2_mean,0.5048056895523932
mfcc5_std,mfcc1_std,0.5047647485044987
dmfcc9_std,mfcc1_std,0.5044252599280666
dmfcc6_std,dmfcc1_std,0.5039540548628612
dmfcc9_std,mfcc3_std,0.503586526509315
shimmer_apq5,f3_std_hz,0.5035808775597589
dmfcc4_std,hnr_mean_db,0.5027476995236109
spec_centroid_std_hz,mfcc8_std,0.5026102492347972
dmfcc6_std,mfcc2_mean,0.5024960552487064
mfcc7_mean,f4_mean_hz,0.5013075765796476
spec_centroid_std_hz,dmfcc7_std,0.5010205519683548
mfcc9_std,dmfcc1_std,0.49984828225943595
mfcc2_std,f0_max_hz,0.4960697408484137
mfcc10_std,dmfcc4_std,0.4954602899431939
mfcc2_mean,hnr_mean_db,0.49545725142020597
mfcc4_mean,f3_mean_hz,0.49437543059327316
mfcc11_std,mfcc1_std,0.4935757354743119
spec_energy_high_mean,mfcc3_mean,0.4935073556261124
dmfcc10_std,mfcc5_std,0.49292151952765756
dmfcc13_std,mfcc2_mean,0.49231065143562663
tsallis_sq_amp,mfcc1_std,0.4914253601075333
mfcc13_std,dmfcc5_std,0.4899031448662715
dmfcc7_std,mfcc2_mean,0.48987999431424356
mfcc10_std,mfcc2_mean,0.4888683623992367
dmfcc11_std,dmfcc2_std,0.4886516141832633
mfcc13_std,mfcc3_std,0.4881151787888578
mfcc9_std,mfcc2_std,0.48556668891726756
mfcc8_std,mfcc2_std,0.4852387142977343
dmfcc5_std,mfcc2_mean,0.48453862344186577
spec_flux_std,mfcc13_std,0.4837525116351265
dmfcc12_std,mfcc6_std,0.4832786028372443
dmfcc7_std,mfcc2_std,0.4828731520916692
spec_rolloff_mean_hz,mfcc11_mean,0.48090368732847705
spec_centroid_std_hz,mfcc11_std,0.4805002723700552
spec_flux_std,mfcc1_std,0.48015171856830535
spec_rolloff_std_hz,mfcc4_std,0.47938726009972454
mfcc13_std,mfcc2_std,0.47938116322856894
dmfcc11_std,mfcc1_std,0.47895658194596685
dmfcc4_std,mfcc2_mean,0.4785896843958997
spec_flux_std,dmfcc8_std,0.47762185089708303
mfcc5_std,mfcc2_mean,0.4766852746883853
shannon_s1_f0,f0_std_hz,0.4766804969792504
spec_flux_std,spec_centroid_std_hz,0.4765279082394107
dmfcc12_std,mfcc5_std,0.47633549131759795
dmfcc7_std,mfcc1_std,0.4759979426060267
tsallis_sq_f0,dmfcc2_std,0.4756223750005131
dmfcc6_std,dmfcc2_std,0.47495377527159294
shannon_s1_f0,dmfcc1_std,0.47478838936215445
shimmer_apq11,f3_std_hz,0.4737878938132502
mfcc4_mean,f1_mean_hz,0.4733549894637181
shannon_s1_f0,dmfcc5_std,0.47233588040855856
spec_flux_std,mfcc4_std,0.47204676235996995
mfcc2_std,mfcc2_mean,0.47130209602715434
tsallis_sq_amp,mfcc1_mean,0.4712188003629685
dmfcc10_std,mfcc2_mean,0.46960828387063586
mfcc10_std,dmfcc6_std,0.4696000556181732
spec_rolloff_std_hz,dmfcc5_std,0.4692889209056298
shannon_s1_f0,mfcc13_std,0.4691833020110577
spec_rolloff_std_hz,mfcc9_std,0.46898620350523434
mfcc10_std,mfcc3_std,0.4687827935082747
spec_centroid_std_hz,dmfcc6_std,0.4679059255264266
mfcc10_mean,mfcc6_mean,0.46766856732874057
spec_centroid_std_hz,mfcc1_std,0.46703876431204583
dmfcc13_std,f0_mean_hz,0.46699678202711614
mfcc12_std,dmfcc3_std,0.466872019275018
shannon_s1_f0,dmfcc3_std,0.46482991990008815
mfcc8_std,dmfcc2_std,0.46452048521908545
mfcc7_std,mfcc2_mean,0.46421771942760165
mfcc13_std,mfcc5_std,0.46359769601426853
spec_rolloff_std_hz,mfcc10_std,0.4632365548512465
shimmer_local,f3_std_hz,0.4623315774477214
dmfcc10_std,dmfcc1_std,0.4622101900304806
dmfcc9_std,dmfcc2_std,0.46216613889749
spec_energy_high_mean,mfcc1_mean,0.4610570973314559
dmfcc2_std,f0_std_hz,0.4583002737784974
mfcc5_std,dmfcc2_std,0.45816174661091924
shannon_s1_f0,f0_max_hz,0.4576711393671609
spec_energy_low_mean,spec_centroid_mean_hz,0.4573874023539426
mfcc10_std,dmfcc9_std,0.4565640935918188
dmfcc11_std,mfcc2_mean,0.45434091513777275
dmfcc6_std,mfcc1_std,0.45427970049744393
dmfcc7_std,dmfcc2_std,0.4542044367470345
shimmer_apq3,f3_std_hz,0.45412862653149677
mfcc9_std,mfcc2_mean,0.4509862208632319
mfcc10_std,dmfcc3_std,0.45058205306709126
shannon_s1_f0,f0_cv,0.4502134331313348
dmfcc6_std,mfcc3_std,0.44960095826659385
mfcc5_mean,f4_mean_hz,0.4495316233197046
dmfcc5_std,mfcc1_mean,0.4492839771052803
mfcc6_std,f0_max_hz,0.4491580806788922
dmfcc4_std,mfcc1_mean,0.4483791723832244
spec_flux_std,dmfcc11_std,0.44837789129689076
tsallis_sq_f0,dmfcc3_std,0.4482199708669281
mfcc12_mean,mfcc10_mean,0.44793117845810676
spec_rolloff_std_hz,mfcc8_std,0.4475669222008676
f2_mean_hz,f1_mean_hz,0.44718150884455676
spec_flux_mean,dmfcc3_std,0.44688269962698085
tsallis_sq_f0,dmfcc1_std,0.4463752315338131
f1_std_hz,f1_mean_hz,0.4460716301305364
shannon_s1_f0,mfcc11_std,0.4445781649513592
spec_flux_std,mfcc8_std,0.4445262325774727
tsallis_sq_f0,dmfcc5_std,0.44422704119674455
dmfcc6_std,mfcc2_std,0.44326373487149706
spec_rolloff_std_hz,dmfcc1_std,0.4425402284556912
mfcc13_std,mfcc1_std,0.44250771534633904
spec_centroid_std_hz,mfcc13_std,0.4419203741368054
mfcc6_std,mfcc3_std,0.4411283413063673
tsallis_sq_f0,mfcc13_std,0.4410877717379897
spec_flux_std,dmfcc9_std,0.4409532118162294
spec_rolloff_std_hz,dmfcc8_std,0.440606921066516
mfcc11_std,f0_max_hz,0.4395049612064201
mfcc2_mean,f0_mean_hz,0.43895899185221837
dmfcc10_std,mfcc3_std,0.43710735888775215
mfcc9_std,dmfcc2_std,0.4353053268584749
spec_flux_std,dmfcc13_std,0.4346187273796349
mfcc12_std,dmfcc1_std,0.43433755112257894
f4_std_hz,f1_std_hz,0.4335921742978617
f4_std_hz,f2_std_hz,0.4333513086057049
mfcc6_mean,f4_std_hz,0.4332588762784247
mfcc3_mean,f4_mean_hz,0.43216704588254307
dmfcc13_std,mfcc3_std,0.43201891903824297
dmfcc12_mean,dmfcc11_mean,0.43087720692469805
spec_centroid_std_hz,mfcc2_mean,0.4303825046398894
spec_centroid_std_hz,dmfcc11_std,0.4303396628975379
spec_rolloff_mean_hz,mfcc2_mean,0.4291428687659028
spec_centroid_std_hz,dmfcc10_std,0.4286972438636474
shannon_s1_f0,jitter_ppq5,0.42797078761750473
spec_energy_low_mean,mfcc4_mean,0.42739103099855486
spec_flux_mean,dmfcc9_std,0.4266458730471433
shannon_s1_f0,jitter_local,0.4266450890434742
spec_flux_std,mfcc6_std,0.42646616113937946
mfcc3_mean,f3_std_hz,0.4263414139017463
dmfcc9_std,mfcc2_std,0.42600351596283154
dmfcc5_std,hnr_mean_db,0.4257382425154739
mfcc11_std,mfcc2_mean,0.4248131402923511
mfcc13_std,f0_mean_hz,0.4231686328385333
mfcc6_std,f1_std_hz,0.42299304575874563
mfcc5_std,mfcc1_mean,0.42200322363742265
mfcc12_std,mfcc3_std,0.42124145339541513
dmfcc3_std,mfcc3_mean,0.42115450930857506
spec_centroid_mean_hz,mfcc11_mean,0.4210646416041779
dmfcc13_std,mfcc2_std,0.41868018301652393
dmfcc13_std,mfcc1_std,0.4176176834413067
spec_energy_mid_mean,f1_mean_hz,0.417321736223782
dmfcc11_std,mfcc2_std,0.41705982974444494
spec_flux_mean,f0_min_hz,0.4163304719492587
dmfcc12_std,dmfcc1_std,0.41493355112150787
dmfcc8_std,hnr_mean_db,0.41485738299189556
dmfcc8_std,mfcc1_mean,0.4144232319531729
spec_flux_mean,f0_cv,0.41437013447534926
mfcc4_mean,f3_std_hz,0.41366331342192014
spec_rolloff_std_hz,dmfcc4_std,0.41344862196986537
spec_flux_std,hnr_mean_db,0.41278526527700027
f3_std_hz,f2_std_hz,0.41230925813632785
mfcc10_std,dmfcc1_std,0.41230019025857473
mfcc13_std,f0_max_hz,0.4122749628613757
dmfcc12_std,mfcc3_std,0.41162141219262666
mfcc9_mean,f0_min_hz,0.4115977504582525
spec_centroid_std_hz,f0_max_hz,0.4115245754660564
